gene,sexA,sexB,rank,type,statusA,statusB,lePathA,lePathB,exclu,pval,ncols,leA,leB,typePair
SMARCC2,1_10,1_11,3,insertion,alt,no,3,0,FALSE,5.6e-23,22,23,85,No
SMARCC2,1_10,1_11,4,insertion,alt,no,1,0,FALSE,5.6e-23,22,23,85,No
SMARCC2,1_10,1_11,6,alternative_end,alt,alt,4,4,FALSE,5.6e-23,22,23,85,No
SMARCC2,1_10,1_12,3,insertion,alt,anc,3,0,FALSE,1.2e-23,7,23,25,No
SMARCC2,1_10,1_12,4,insertion,alt,anc,1,0,FALSE,1.2e-23,7,23,25,No
SMARCC2,1_10,1_12,6,alternative_end,alt,can,4,1,FALSE,1.2e-23,7,23,25,ALT
SMARCC2,1_10,1_2,3,insertion,alt,no,3,0,FALSE,8.4e-24,6,23,8,UNREL
SMARCC2,1_10,1_2,4,insertion,alt,no,1,0,FALSE,8.4e-24,6,23,8,UNREL
SMARCC2,1_10,1_2,6,alternative_end,alt,no,4,0,FALSE,8.4e-24,6,23,8,UNREL
SMARCC2,1_10,1_3,3,insertion,alt,no,3,0,FALSE,4.3e-23,10,23,11,UNREL
SMARCC2,1_10,1_3,4,insertion,alt,no,1,0,FALSE,4.3e-23,10,23,11,UNREL
SMARCC2,1_10,1_3,6,alternative_end,alt,no,4,0,FALSE,4.3e-23,10,23,11,UNREL
SMARCC2,1_10,1_5,3,insertion,alt,no,3,0,FALSE,5.3e-23,22,23,48,UNREL
SMARCC2,1_10,1_5,4,insertion,alt,no,1,0,FALSE,5.3e-23,22,23,48,UNREL
SMARCC2,1_10,1_5,6,alternative_end,alt,no,4,0,FALSE,5.3e-23,22,23,48,UNREL
SMARCC2,1_10,1_6,3,insertion,alt,no,3,0,FALSE,1.2e-23,6,23,20,UNREL
SMARCC2,1_10,1_6,4,insertion,alt,no,1,0,FALSE,1.2e-23,6,23,20,UNREL
SMARCC2,1_10,1_6,6,alternative_end,alt,no,4,0,FALSE,1.2e-23,6,23,20,UNREL
SMARCC2,1_10,1_7,3,insertion,alt,anc,3,0,FALSE,3e-23,7,23,9,REL
SMARCC2,1_10,1_7,4,insertion,alt,anc,1,0,FALSE,3e-23,7,23,9,REL
SMARCC2,1_10,1_7,6,alternative_end,alt,anc,4,0,FALSE,3e-23,7,23,9,REL
SMARCC2,1_10,1_8,3,insertion,alt,alt,3,3,FALSE,2e-23,6,23,90,No
SMARCC2,1_10,1_8,4,insertion,alt,no,1,0,FALSE,2e-23,6,23,90,No
SMARCC2,1_10,1_8,6,alternative_end,alt,alt,4,4,FALSE,2e-23,6,23,90,No
SMARCC2,1_10,20_1,3,insertion,alt,no,3,0,FALSE,2.3e-23,13,23,28,UNREL
SMARCC2,1_10,20_1,4,insertion,alt,no,1,0,FALSE,2.3e-23,13,23,28,UNREL
SMARCC2,1_10,20_1,6,alternative_end,alt,no,4,0,FALSE,2.3e-23,13,23,28,UNREL
SMARCC2,1_10,20_2,3,insertion,alt,no,3,0,FALSE,1.6e-23,12,23,14,UNREL
SMARCC2,1_10,20_2,4,insertion,alt,no,1,0,FALSE,1.6e-23,12,23,14,UNREL
SMARCC2,1_10,20_2,6,alternative_end,alt,no,4,0,FALSE,1.6e-23,12,23,14,UNREL
SMARCC2,1_10,21_0,3,insertion,alt,no,3,0,FALSE,1.7e-23,16,23,31,UNREL
SMARCC2,1_10,21_0,4,insertion,alt,no,1,0,FALSE,1.7e-23,16,23,31,UNREL
SMARCC2,1_10,21_0,6,alternative_end,alt,no,4,0,FALSE,1.7e-23,16,23,31,UNREL
SMARCC2,1_10,22_0,3,insertion,alt,no,3,0,FALSE,4e-23,7,23,30,UNREL
SMARCC2,1_10,22_0,4,insertion,alt,no,1,0,FALSE,4e-23,7,23,30,UNREL
SMARCC2,1_10,22_0,6,alternative_end,alt,no,4,0,FALSE,4e-23,7,23,30,UNREL
SMARCC2,1_10,24_0,3,insertion,alt,no,3,0,FALSE,1.3e-23,12,23,25,UNREL
SMARCC2,1_10,24_0,4,insertion,alt,no,1,0,FALSE,1.3e-23,12,23,25,UNREL
SMARCC2,1_10,24_0,6,alternative_end,alt,no,4,0,FALSE,1.3e-23,12,23,25,UNREL
SMARCC2,1_10,26_0,3,insertion,alt,no,3,0,FALSE,8.3e-24,17,23,24,UNREL
SMARCC2,1_10,26_0,4,insertion,alt,no,1,0,FALSE,8.3e-24,17,23,24,UNREL
SMARCC2,1_10,26_0,6,alternative_end,alt,no,4,0,FALSE,8.3e-24,17,23,24,UNREL
SMARCC2,1_10,29_1,3,insertion,alt,no,3,0,FALSE,1.2e-23,5,23,21,UNREL
SMARCC2,1_10,29_1,4,insertion,alt,no,1,0,FALSE,1.2e-23,5,23,21,UNREL
SMARCC2,1_10,29_1,6,alternative_end,alt,no,4,0,FALSE,1.2e-23,5,23,21,UNREL
SMARCC2,1_10,35_0,3,insertion,alt,no,3,0,FALSE,1.9e-23,9,23,16,No
SMARCC2,1_10,35_0,4,insertion,alt,no,1,0,FALSE,1.9e-23,9,23,16,No
SMARCC2,1_10,35_0,6,alternative_end,alt,no,4,0,FALSE,1.9e-23,9,23,16,No
SMARCC2,1_10,3_0,3,insertion,alt,no,3,0,FALSE,1.5e-23,14,23,59,No
SMARCC2,1_10,3_0,4,insertion,alt,no,1,0,FALSE,1.5e-23,14,23,59,No
SMARCC2,1_10,3_0,6,alternative_end,alt,no,4,0,FALSE,1.5e-23,14,23,59,No
SMARCC2,1_10,4_0,3,insertion,alt,no,3,0,FALSE,1.7e-23,22,23,87,UNREL
SMARCC2,1_10,4_0,4,insertion,alt,no,1,0,FALSE,1.7e-23,22,23,87,UNREL
SMARCC2,1_10,4_0,6,alternative_end,alt,no,4,0,FALSE,1.7e-23,22,23,87,UNREL
SMARCC2,1_10,5_0,3,insertion,alt,no,3,0,FALSE,2.2e-23,13,23,44,UNREL
SMARCC2,1_10,5_0,4,insertion,alt,no,1,0,FALSE,2.2e-23,13,23,44,UNREL
SMARCC2,1_10,5_0,6,alternative_end,alt,no,4,0,FALSE,2.2e-23,13,23,44,UNREL
SMARCC2,1_10,5_1,3,insertion,alt,no,3,0,FALSE,6.9e-24,5,23,39,UNREL
SMARCC2,1_10,5_1,4,insertion,alt,no,1,0,FALSE,6.9e-24,5,23,39,UNREL
SMARCC2,1_10,5_1,6,alternative_end,alt,no,4,0,FALSE,6.9e-24,5,23,39,UNREL
SMARCC2,1_10,5_2,3,insertion,alt,no,3,0,FALSE,1.9e-23,5,23,31,UNREL
SMARCC2,1_10,5_2,4,insertion,alt,no,1,0,FALSE,1.9e-23,5,23,31,UNREL
SMARCC2,1_10,5_2,6,alternative_end,alt,no,4,0,FALSE,1.9e-23,5,23,31,UNREL
SMARCC2,1_10,5_2,1,deletion,no,can,0,1,FALSE,1.9e-23,5,23,31,No
SMARCC2,1_10,5_2,12,deletion,no,can,0,2,FALSE,1.9e-23,5,23,31,No
SMARCC2,1_10,6_0,3,insertion,alt,no,3,0,FALSE,4.1e-23,17,23,52,UNREL
SMARCC2,1_10,6_0,4,insertion,alt,no,1,0,FALSE,4.1e-23,17,23,52,UNREL
SMARCC2,1_10,6_0,6,alternative_end,alt,no,4,0,FALSE,4.1e-23,17,23,52,UNREL
SMARCC2,1_10,8_0,3,insertion,alt,no,3,0,FALSE,2e-23,13,23,21,UNREL
SMARCC2,1_10,8_0,4,insertion,alt,no,1,0,FALSE,2e-23,13,23,21,UNREL
SMARCC2,1_10,8_0,6,alternative_end,alt,no,4,0,FALSE,2e-23,13,23,21,UNREL
SMARCC2,1_10,8_1,3,insertion,alt,no,3,0,FALSE,2e-23,17,23,38,No
SMARCC2,1_10,8_1,4,insertion,alt,no,1,0,FALSE,2e-23,17,23,38,No
SMARCC2,1_10,8_1,6,alternative_end,alt,no,4,0,FALSE,2e-23,17,23,38,No
SMARCC2,1_10,8_1,2,alternative,no,alt,0,1,TRUE,2e-23,17,23,38,No
SMARCC2,1_10,8_2,3,insertion,alt,no,3,0,FALSE,4.4e-23,5,23,13,UNREL
SMARCC2,1_10,8_2,4,insertion,alt,no,1,0,FALSE,4.4e-23,5,23,13,UNREL
SMARCC2,1_10,8_2,6,alternative_end,alt,no,4,0,FALSE,4.4e-23,5,23,13,UNREL
SMARCC2,1_10,8_2,2,alternative,no,can,0,1,TRUE,4.4e-23,5,23,13,No
SMTN,13_4,13_8,2,alternative_start,alt,no,13,0,FALSE,4.2e-07,26,27,26,UNREL
SMTN,13_4,13_8,4,alternative_start,alt,no,13,0,FALSE,4.2e-07,26,27,26,UNREL
SMTN,13_4,13_8,5,alternative_start,alt,no,14,0,FALSE,4.2e-07,26,27,26,UNREL
SMTN,13_4,13_8,6,alternative_start,alt,no,16,0,TRUE,4.2e-07,26,27,26,UNREL
SMTN,13_4,14_0,2,alternative_start,alt,alt,13,13,FALSE,2.2e-05,27,27,50,No
SMTN,13_4,14_0,4,alternative_start,alt,alt,13,13,FALSE,2.2e-05,27,27,50,No
SMTN,13_4,14_0,5,alternative_start,alt,alt,14,14,FALSE,2.2e-05,27,27,50,No
SMTN,13_4,14_0,6,alternative_start,alt,alt,16,16,TRUE,2.2e-05,27,27,50,No
SMTN,13_8,14_0,2,alternative_start,no,alt,0,13,FALSE,3.1e-05,26,26,50,UNREL
SMTN,13_8,14_0,4,alternative_start,no,alt,0,13,FALSE,3.1e-05,26,26,50,UNREL
SMTN,13_8,14_0,5,alternative_start,no,alt,0,14,FALSE,3.1e-05,26,26,50,UNREL
SMTN,13_8,14_0,6,alternative_start,no,alt,0,16,TRUE,3.1e-05,26,26,50,UNREL
SMTN,16_1,16_2,1,alternative_end,can,alt,2,1,FALSE,9.7e-06,25,25,50,No
SMTN,16_1,16_2,7,alternative_end,can,alt,1,1,TRUE,9.7e-06,25,25,50,MEX
SNAP23,1_0,6_0,5,alternative_end,can,no,7,0,TRUE,9.4e-07,13,75,19,UNREL
SNAP23,1_0,8_0,5,alternative_end,can,can,7,7,TRUE,1.6e-10,17,75,17,No
SNAP23,1_0,9_0,5,alternative_end,can,anc,7,0,TRUE,4.6e-08,14,75,14,REL
SNAP23,1_0,9_0,2,alternative,no,can,0,1,TRUE,4.6e-08,14,75,14,No
SNAP25,5_0,5_1,1,alternative,alt,can,1,1,TRUE,1.6e-20,40,40,40,MEX
SNAP91,1_3,2_0,1,deletion,can,can,12,12,FALSE,0.00015,24,24,57,No
SNAP91,1_3,2_0,11,alternative,no,can,0,1,FALSE,0.00015,24,24,57,UNREL
SNAP91,1_3,2_6,1,deletion,can,can,12,12,FALSE,0.00038,24,24,28,No
SNAP91,1_3,2_6,9,deletion,no,can,0,1,FALSE,0.00038,24,24,28,UNREL
SNAP91,1_3,2_6,19,deletion,no,can,0,4,FALSE,0.00038,24,24,28,UNREL
SNAP91,2_0,2_6,1,deletion,can,can,12,12,FALSE,0.00026,28,57,28,No
SNAP91,2_0,2_6,11,alternative,can,no,1,0,FALSE,0.00026,28,57,28,UNREL
SNAP91,2_0,2_6,9,deletion,no,can,0,1,FALSE,0.00026,28,57,28,UNREL
SNAP91,2_0,2_6,19,deletion,no,can,0,4,FALSE,0.00026,28,57,28,UNREL
SNAPC4,17_2,2_3,1,deletion,no,can,0,1,FALSE,4.8e-23,9,44,51,UNREL
SNAPC4,17_2,34_0,2,deletion,no,can,0,1,FALSE,6e-23,6,44,32,UNREL
SNCAIP,12_0,5_0,2,alternative_end,can,can,12,12,TRUE,5.3e-05,29,42,60,No
SNCAIP,12_0,5_0,3,alternative_end,can,can,12,12,TRUE,5.3e-05,29,42,60,No
SNCAIP,12_0,5_0,5,deletion,can,no,1,0,FALSE,5.3e-05,29,42,60,UNREL
SNCAIP,12_0,5_0,4,insertion,alt,no,1,0,FALSE,5.3e-05,29,42,60,UNREL
SNED1,14_0,15_13,1,deletion,can,no,1,0,FALSE,4e-23,37,51,38,UNREL
SNED1,15_0,15_21,9,deletion,no,can,0,1,FALSE,3.3e-11,35,43,35,UNREL
SNED1,15_1,15_21,9,deletion,no,can,0,1,FALSE,3.3e-11,35,39,35,UNREL
SNED1,15_10,15_21,9,deletion,no,can,0,1,FALSE,2.7e-05,14,15,35,UNREL
SNED1,15_11,15_21,9,deletion,no,can,0,1,FALSE,7.7e-06,21,21,35,UNREL
SNED1,15_12,15_21,9,deletion,no,can,0,1,FALSE,2e-08,34,36,35,UNREL
SNED1,15_13,15_21,9,deletion,no,can,0,1,FALSE,1e-27,30,38,35,UNREL
SNED1,15_13,6_0,2,deletion,no,can,0,1,FALSE,3.5e-23,9,38,28,UNREL
SNED1,15_15,15_21,9,deletion,no,can,0,1,FALSE,2.6e-10,35,39,35,UNREL
SNED1,15_16,15_21,9,deletion,no,can,0,1,FALSE,5.7e-10,32,37,35,UNREL
SNED1,15_18,15_21,9,deletion,no,can,0,1,FALSE,1.9e-10,35,41,35,UNREL
SNED1,15_2,15_21,9,deletion,no,can,0,1,FALSE,3.1e-10,35,39,35,UNREL
SNED1,15_21,15_22,9,deletion,can,no,1,0,FALSE,5.8e-12,35,35,39,UNREL
SNED1,15_21,15_23,9,deletion,can,no,1,0,FALSE,3.4e-13,35,35,39,UNREL
SNED1,15_21,15_24,9,deletion,can,no,1,0,FALSE,1.1e-11,35,35,39,UNREL
SNED1,15_21,15_25,9,deletion,can,no,1,0,FALSE,4.1e-09,35,35,39,UNREL
SNED1,15_21,15_27,9,deletion,can,no,1,0,FALSE,2e-11,32,35,32,UNREL
SNED1,15_21,15_3,9,deletion,can,no,1,0,FALSE,6.9e-11,35,35,42,UNREL
SNED1,15_21,15_5,9,deletion,can,no,1,0,FALSE,4.3e-11,34,35,37,No
SNRPA1,11_0,2_0,1,alternative_start,can,alt,1,1,FALSE,9.9e-07,28,28,28,ALT
SNRPA1,11_0,2_0,4,insertion,anc,alt,0,1,FALSE,9.9e-07,28,28,28,No
SNRPE,1_0,4_1,2,alternative_end,can,no,2,0,TRUE,4.9e-06,14,52,19,UNREL
SNRPE,1_0,4_1,1,deletion,no,can,0,3,FALSE,4.9e-06,14,52,19,UNREL
SNRPE,1_0,5_0,2,alternative_end,can,no,2,0,TRUE,2.8e-06,13,52,13,No
SNRPE,1_0,5_0,1,deletion,no,can,0,3,FALSE,2.8e-06,13,52,13,No
SNRPE,1_0,5_0,3,deletion,anc,can,0,2,FALSE,2.8e-06,13,52,13,REL
SNRPE,4_1,5_0,1,deletion,can,can,3,3,FALSE,0.00049,10,19,13,No
SNRPE,4_1,5_0,3,deletion,anc,can,0,2,FALSE,0.00049,10,19,13,REL
SNRPN,1_0,7_0,2,alternative_end,anc,alt,0,1,FALSE,4.7e-05,12,42,12,REL
SNRPN,1_0,7_0,4,insertion,no,alt,0,1,FALSE,4.7e-05,12,42,12,No
SNX16,1_0,1_1,2,deletion,anc,can,0,1,FALSE,2e-23,29,50,30,REL
SNX16,1_1,1_2,2,deletion,can,anc,1,0,FALSE,1.8e-23,13,30,47,REL
SNX16,1_1,2_0,2,deletion,can,no,1,0,FALSE,2e-23,6,30,47,UNREL
SNX16,1_1,6_0,2,deletion,can,no,1,0,FALSE,1.9e-23,5,30,27,UNREL
SNX16,1_1,6_0,4,alternative_end,no,can,0,2,TRUE,1.9e-23,5,30,27,UNREL
SNX16,1_1,8_0,2,deletion,can,no,1,0,FALSE,5.9e-23,8,30,24,UNREL
SNX2,11_1,1_1,7,deletion,can,no,1,0,FALSE,3.2e-23,5,17,40,UNREL
SNX2,11_1,1_1,2,deletion,no,can,0,1,FALSE,3.2e-23,5,17,40,UNREL
SNX2,11_3,1_1,2,deletion,no,can,0,1,FALSE,2.1e-23,6,12,40,UNREL
SNX2,16_0,1_1,2,deletion,no,can,0,1,FALSE,7.5e-24,24,32,40,UNREL
SNX2,1_0,1_1,2,deletion,anc,can,0,1,FALSE,2.9e-23,11,17,40,REL
SNX2,1_1,1_2,2,deletion,can,anc,1,0,FALSE,2.6e-23,10,40,12,REL
SNX2,1_1,1_4,2,deletion,can,no,1,0,FALSE,2.2e-23,6,40,16,UNREL
SNX2,1_1,20_0,2,deletion,can,no,1,0,FALSE,2.5e-23,23,40,26,UNREL
SNX2,1_1,23_0,2,deletion,can,no,1,0,FALSE,1e-23,14,40,24,UNREL
SNX2,1_1,2_1,2,deletion,can,no,1,0,FALSE,1e-23,7,40,48,UNREL
SNX2,1_1,3_0,2,deletion,can,no,1,0,FALSE,4.2e-23,20,40,35,UNREL
SNX2,1_1,3_0,3,deletion,no,can,0,4,FALSE,4.2e-23,20,40,35,UNREL
SNX2,1_1,3_2,2,deletion,can,no,1,0,FALSE,3.3e-23,8,40,13,UNREL
SNX2,1_1,6_0,2,deletion,can,no,1,0,FALSE,6.6e-23,23,40,40,UNREL
SNX2,1_1,6_0,3,deletion,no,can,0,4,FALSE,6.6e-23,23,40,40,UNREL
SNX2,1_1,8_0,2,deletion,can,no,1,0,FALSE,2.6e-23,30,40,38,UNREL
SNX2,1_1,9_0,2,deletion,can,no,1,0,FALSE,2.3e-23,8,40,24,UNREL
SOGA1,2_2,8_0,1,deletion,can,can,3,3,FALSE,0.00093,9,114,9,No
SON,16_0,28_0,3,alternative_end,alt,no,6,0,TRUE,0.00075,19,54,19,No
SON,16_0,28_0,1,alternative_end,no,alt,0,6,TRUE,0.00075,19,54,19,No
SON,2_2,2_3,2,deletion,can,no,6,0,FALSE,3.1e-08,13,662,13,No
SON,2_2,2_4,2,deletion,can,can,6,6,FALSE,1.2e-09,15,662,15,No
SON,2_2,2_5,2,deletion,can,can,6,6,FALSE,7.4e-37,77,662,1115,No
SON,2_3,2_4,2,deletion,no,can,0,6,FALSE,3.9e-08,13,13,15,No
SON,2_3,2_5,2,deletion,no,can,0,6,FALSE,3.5e-08,13,13,1115,No
SON,2_4,2_5,2,deletion,can,can,6,6,FALSE,1.7e-09,15,15,1115,No
SON,2_5,2_6,2,deletion,can,can,6,6,FALSE,5.6e-07,94,1115,115,No
SORBS1,23_0,28_0,8,insertion,anc,alt,0,4,FALSE,8.9e-05,21,39,22,REL
SORBS1,23_0,28_0,11,insertion,anc,alt,0,2,FALSE,8.9e-05,21,39,22,REL
SORBS1,23_0,28_0,23,alternative,anc,alt,0,5,FALSE,8.9e-05,21,39,22,REL
SORBS1,27_0,27_3,3,insertion,alt,alt,4,4,FALSE,1.6e-05,21,26,21,No
SORBS1,27_0,27_3,13,insertion,alt,no,3,0,FALSE,1.6e-05,21,26,21,No
SORBS1,27_0,27_3,17,insertion,alt,no,4,0,FALSE,1.6e-05,21,26,21,No
SORBS1,27_0,27_3,21,insertion,alt,no,1,0,FALSE,1.6e-05,21,26,21,No
SORBS1,3_0,8_1,6,insertion,alt,no,3,0,FALSE,0.00097,16,163,21,No
SORBS1,3_0,8_1,7,insertion,alt,no,4,0,FALSE,0.00097,16,163,21,No
SORBS2,12_1,4_0,17,deletion,can,anc,24,0,FALSE,3.6e-14,32,38,66,REL
SORBS2,12_1,4_0,29,alternative_end,can,can,15,15,TRUE,3.6e-14,32,38,66,No
SORBS2,12_1,8_1,17,deletion,can,no,24,0,FALSE,0.00099,22,38,26,UNREL
SORBS2,12_1,8_1,29,alternative_end,can,can,15,15,TRUE,0.00099,22,38,26,No
SORBS3,13_3,13_4,1,deletion,can,can,14,14,FALSE,0.00067,21,31,21,No
SORL1,10_0,20_16,1,alternative_start,can,no,36,0,TRUE,2.6e-23,6,61,35,UNREL
SORL1,10_0,20_16,2,alternative_start,can,no,28,0,TRUE,2.6e-23,6,61,35,UNREL
SORL1,10_0,20_5,1,alternative_start,can,can,36,36,TRUE,2.4e-23,9,61,37,No
SORL1,10_0,20_5,2,alternative_start,can,no,28,0,TRUE,2.4e-23,9,61,37,UNREL
SORL1,10_0,20_6,1,alternative_start,can,can,36,36,TRUE,1.2e-23,6,61,43,No
SORL1,10_0,20_6,2,alternative_start,can,no,28,0,TRUE,1.2e-23,6,61,43,UNREL
SORL1,10_0,20_7,1,alternative_start,can,can,36,36,TRUE,3.4e-23,8,61,37,No
SORL1,10_0,20_7,2,alternative_start,can,no,28,0,TRUE,3.4e-23,8,61,37,UNREL
SORL1,10_0,20_9,1,alternative_start,can,can,36,36,TRUE,2.3e-24,8,61,45,No
SORL1,10_0,20_9,2,alternative_start,can,no,28,0,TRUE,2.3e-24,8,61,45,UNREL
SORL1,11_0,20_7,1,alternative_start,no,can,0,36,TRUE,9.6e-23,18,59,37,UNREL
SORL1,11_0,20_8,1,alternative_start,no,can,0,36,TRUE,7.7e-24,5,59,45,UNREL
SORL1,12_0,20_16,1,alternative_start,can,no,36,0,TRUE,1.3e-24,9,40,35,UNREL
SORL1,12_0,20_16,2,alternative_start,can,no,28,0,TRUE,1.3e-24,9,40,35,UNREL
SORL1,12_0,20_5,1,alternative_start,can,can,36,36,TRUE,3.5e-24,15,40,37,No
SORL1,12_0,20_5,2,alternative_start,can,no,28,0,TRUE,3.5e-24,15,40,37,UNREL
SORL1,12_0,20_7,1,alternative_start,can,can,36,36,TRUE,1.6e-23,9,40,37,No
SORL1,12_0,20_7,2,alternative_start,can,no,28,0,TRUE,1.6e-23,9,40,37,UNREL
SORL1,12_1,20_16,1,alternative_start,can,no,36,0,TRUE,2.5e-24,13,19,35,UNREL
SORL1,12_1,20_16,2,alternative_start,can,no,28,0,TRUE,2.5e-24,13,19,35,UNREL
SORL1,12_1,20_6,1,alternative_start,can,can,36,36,TRUE,1.8e-23,13,19,43,No
SORL1,12_1,20_6,2,alternative_start,can,no,28,0,TRUE,1.8e-23,13,19,43,UNREL
SORL1,12_1,20_7,1,alternative_start,can,can,36,36,TRUE,3.9e-24,13,19,37,No
SORL1,12_1,20_7,2,alternative_start,can,no,28,0,TRUE,3.9e-24,13,19,37,UNREL
SORL1,12_1,20_8,1,alternative_start,can,can,36,36,TRUE,1.4e-23,11,19,45,No
SORL1,12_1,20_8,2,alternative_start,can,no,28,0,TRUE,1.4e-23,11,19,45,UNREL
SORL1,12_1,20_9,1,alternative_start,can,can,36,36,TRUE,3.4e-23,13,19,45,No
SORL1,12_1,20_9,2,alternative_start,can,no,28,0,TRUE,3.4e-23,13,19,45,UNREL
SORL1,13_0,20_16,1,alternative_start,can,no,36,0,TRUE,7.4e-24,27,58,35,UNREL
SORL1,13_0,20_16,2,alternative_start,can,no,28,0,TRUE,7.4e-24,27,58,35,UNREL
SORL1,13_0,20_5,1,alternative_start,can,can,36,36,TRUE,6.1e-24,36,58,37,No
SORL1,13_0,20_5,2,alternative_start,can,no,28,0,TRUE,6.1e-24,36,58,37,UNREL
SORL1,13_0,20_8,1,alternative_start,can,can,36,36,TRUE,9.1e-24,6,58,45,No
SORL1,13_0,20_8,2,alternative_start,can,no,28,0,TRUE,9.1e-24,6,58,45,UNREL
SORL1,13_0,24_0,1,alternative_start,can,can,36,36,TRUE,8e-04,43,58,44,No
SORL1,13_0,24_0,2,alternative_start,can,can,28,28,TRUE,8e-04,43,58,44,No
SORL1,14_0,20_6,1,alternative_start,no,can,0,36,TRUE,1.3e-23,5,58,43,UNREL
SORL1,14_0,20_7,1,alternative_start,no,can,0,36,TRUE,4.4e-23,5,58,37,UNREL
SORL1,14_0,20_8,1,alternative_start,no,can,0,36,TRUE,1.8e-23,5,58,45,UNREL
SORL1,14_0,20_9,1,alternative_start,no,can,0,36,TRUE,3.5e-23,5,58,45,UNREL
SORL1,15_0,20_5,1,alternative_start,can,can,36,36,TRUE,2.3e-23,5,57,37,No
SORL1,15_0,20_5,2,alternative_start,can,no,28,0,TRUE,2.3e-23,5,57,37,UNREL
SORL1,15_0,20_6,1,alternative_start,can,can,36,36,TRUE,4.4e-23,6,57,43,No
SORL1,15_0,20_6,2,alternative_start,can,no,28,0,TRUE,4.4e-23,6,57,43,UNREL
SORL1,15_0,20_8,1,alternative_start,can,can,36,36,TRUE,1e-23,14,57,45,No
SORL1,15_0,20_8,2,alternative_start,can,no,28,0,TRUE,1e-23,14,57,45,UNREL
SORL1,15_0,20_9,1,alternative_start,can,can,36,36,TRUE,7.3e-24,9,57,45,No
SORL1,15_0,20_9,2,alternative_start,can,no,28,0,TRUE,7.3e-24,9,57,45,UNREL
SORL1,16_0,20_5,1,alternative_start,can,can,36,36,TRUE,2.3e-23,9,25,37,No
SORL1,16_0,20_5,2,alternative_start,can,no,28,0,TRUE,2.3e-23,9,25,37,UNREL
SORL1,16_0,20_5,3,deletion,can,no,2,0,FALSE,2.3e-23,9,25,37,UNREL
SORL1,16_0,20_9,1,alternative_start,can,can,36,36,TRUE,9.7e-24,8,25,45,No
SORL1,16_0,20_9,2,alternative_start,can,no,28,0,TRUE,9.7e-24,8,25,45,UNREL
SORL1,16_0,20_9,3,deletion,can,no,2,0,FALSE,9.7e-24,8,25,45,UNREL
SORL1,16_1,20_16,1,alternative_start,can,no,36,0,TRUE,3.7e-23,5,6,35,UNREL
SORL1,16_1,20_16,2,alternative_start,can,no,28,0,TRUE,3.7e-23,5,6,35,UNREL
SORL1,16_2,20_16,1,alternative_start,can,no,36,0,TRUE,1.7e-23,6,24,35,UNREL
SORL1,16_2,20_16,2,alternative_start,can,no,28,0,TRUE,1.7e-23,6,24,35,UNREL
SORL1,16_2,20_5,1,alternative_start,can,can,36,36,TRUE,1.4e-23,7,24,37,No
SORL1,16_2,20_5,2,alternative_start,can,no,28,0,TRUE,1.4e-23,7,24,37,UNREL
SORL1,16_2,20_9,1,alternative_start,can,can,36,36,TRUE,1.2e-23,9,24,45,No
SORL1,16_2,20_9,2,alternative_start,can,no,28,0,TRUE,1.2e-23,9,24,45,UNREL
SORL1,18_0,20_8,1,alternative_start,no,can,0,36,TRUE,4.6e-23,10,55,45,UNREL
SORL1,19_0,20_16,1,alternative_start,can,no,36,0,TRUE,9.9e-23,12,54,35,UNREL
SORL1,19_0,20_16,2,alternative_start,can,no,28,0,TRUE,9.9e-23,12,54,35,UNREL
SORL1,19_0,20_8,1,alternative_start,can,can,36,36,TRUE,1.3e-23,6,54,45,No
SORL1,19_0,20_8,2,alternative_start,can,no,28,0,TRUE,1.3e-23,6,54,45,UNREL
SORL1,1_1,20_6,8,deletion,can,no,1,0,FALSE,6.4e-23,9,29,43,UNREL
SORL1,1_1,20_6,1,alternative_start,no,can,0,36,TRUE,6.4e-23,9,29,43,UNREL
SORL1,1_1,20_7,8,deletion,can,no,1,0,FALSE,4.5e-23,5,29,37,UNREL
SORL1,1_1,20_7,1,alternative_start,no,can,0,36,TRUE,4.5e-23,5,29,37,UNREL
SORL1,1_1,20_9,8,deletion,can,no,1,0,FALSE,3.2e-23,5,29,45,UNREL
SORL1,1_1,20_9,1,alternative_start,no,can,0,36,TRUE,3.2e-23,5,29,45,UNREL
SORL1,1_2,20_7,1,alternative_start,no,can,0,36,TRUE,5.3e-23,7,61,37,UNREL
SORL1,20_0,20_10,1,alternative_start,can,can,36,36,TRUE,9.1e-13,39,39,46,No
SORL1,20_0,20_10,2,alternative_start,can,no,28,0,TRUE,9.1e-13,39,39,46,UNREL
SORL1,20_0,20_11,1,alternative_start,can,anc,36,0,TRUE,1.2e-12,38,39,50,REL
SORL1,20_0,20_11,2,alternative_start,can,no,28,0,TRUE,1.2e-12,38,39,50,No
SORL1,20_0,20_16,1,alternative_start,can,no,36,0,TRUE,4e-27,33,39,35,UNREL
SORL1,20_0,20_16,2,alternative_start,can,no,28,0,TRUE,4e-27,33,39,35,UNREL
SORL1,20_0,20_17,1,alternative_start,can,no,36,0,TRUE,3.2e-06,39,39,45,UNREL
SORL1,20_0,20_17,2,alternative_start,can,no,28,0,TRUE,3.2e-06,39,39,45,UNREL
SORL1,20_0,20_2,1,alternative_start,can,can,36,36,TRUE,3.3e-07,23,39,23,No
SORL1,20_0,20_2,2,alternative_start,can,can,28,28,TRUE,3.3e-07,23,39,23,No
